3;;;;5.4302084E-4;0.0033493042;-5.3483754E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
13;;;;5.456512E-4;0.0033493042;-5.365911E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
58;;;;5.596797E-4;0.0033483505;-5.4828153E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
68;;;;5.634791E-4;0.0033502579;-5.529577E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
79;;;;5.6523265E-4;0.0033493042;-5.5412675E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
89;;;;5.67863E-4;0.0033502579;-5.576339E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
99;;;;5.748773E-4;0.0033502579;-5.640636E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
111;;;;5.7750766E-4;0.0033493042;-5.634791E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
121;;;;5.80138E-4;0.0033502579;-5.664017E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
133;;;;5.8335287E-4;0.0033502579;-5.6873984E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
144;;;;5.8569096E-4;0.0033483505;-5.6932436E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
155;;;;5.889058E-4;0.0033493042;-5.7166244E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
166;;;;5.950433E-4;0.0033512115;-5.780922E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
177;;;;5.9767364E-4;0.0033502579;-5.8043026E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
188;;;;6.008885E-4;0.0033483505;-5.7984574E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
199;;;;6.038111E-4;0.0033483505;-5.8276835E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
210;;;;6.0790277E-4;0.0033493042;-5.8686E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
220;;;;6.1257894E-4;0.0033493042;-5.9153617E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
232;;;;6.1550154E-4;0.0033502579;-5.956278E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
242;;;;6.178396E-4;0.0033512115;-5.979659E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
254;;;;6.2047E-4;0.0033483505;-5.985504E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
265;;;;6.263152E-4;0.0033502579;-6.0439564E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
275;;;;6.304069E-4;0.0033483505;-6.067337E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
286;;;;6.32745E-4;0.0033493042;-6.090718E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
299;;;;6.3654437E-4;0.0033502579;-6.13748E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
311;;;;6.4326636E-4;0.0033502579;-6.195932E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
322;;;;6.458967E-4;0.0033502579;-6.219313E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
333;;;;6.488193E-4;0.0033502579;-6.2368484E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
344;;;;6.5291097E-4;0.0033493042;-6.2660745E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
356;;;;6.587562E-4;0.0033502579;-6.318682E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
367;;;;6.6255557E-4;0.0033502579;-6.353753E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
380;;;;6.6723174E-4;0.0033512115;-6.400515E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
393;;;;6.695698E-4;0.0033502579;-6.400515E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
403;;;;6.751228E-4;0.0033502579;-6.453122E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
413;;;;6.7892217E-4;0.0033502579;-6.488193E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
423;;;;6.8272155E-4;0.0033493042;-6.517419E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
435;;;;6.859364E-4;0.0033512115;-6.564181E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
445;;;;6.911972E-4;0.0033502579;-6.6050974E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
456;;;;6.941198E-4;0.0033502579;-6.616788E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
467;;;;6.9645786E-4;0.0033502579;-6.640169E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
478;;;;6.985037E-4;0.0033493042;-6.6635496E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
488;;;;7.0171856E-4;0.0033512115;-6.704466E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
500;;;;7.037644E-4;0.0033502579;-6.727847E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
511;;;;7.049334E-4;0.0033502579;-6.733692E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
522;;;;7.0697925E-4;0.0033493042;-6.757073E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
533;;;;7.0844055E-4;0.0033493042;-6.7746086E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
544;;;;7.0990185E-4;0.0033493042;-6.792144E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
555;;;;7.139935E-4;0.0033493042;-6.8213703E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
566;;;;7.160393E-4;0.0033493042;-6.8505964E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
576;;;;7.172084E-4;0.0033483505;-6.8564416E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
587;;;;7.1896194E-4;0.0033502579;-6.8973587E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
599;;;;7.198387E-4;0.0033502579;-6.8973587E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
610;;;;7.242226E-4;0.0033502579;-6.9499656E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
620;;;;7.2568393E-4;0.0033502579;-6.967501E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
630;;;;7.28022E-4;0.0033493042;-6.9733465E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
642;;;;7.3006784E-4;0.0033502579;-6.9967273E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
652;;;;7.3152914E-4;0.0033483505;-6.990882E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
664;;;;7.3299045E-4;0.0033502579;-7.020108E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
673;;;;7.370821E-4;0.0033502579;-7.0610247E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
685;;;;7.391279E-4;0.0033493042;-7.0844055E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
696;;;;7.405892E-4;0.0033493042;-7.090251E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
709;;;;7.420505E-4;0.0033512115;-7.119477E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
722;;;;7.458499E-4;0.0033502579;-7.148703E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
733;;;;7.484803E-4;0.0033483505;-7.1662385E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
745;;;;7.499416E-4;0.0033502579;-7.1896194E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
757;;;;7.5344875E-4;0.0033502579;-7.2188454E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
768;;;;7.5491006E-4;0.0033512115;-7.2480715E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
778;;;;7.5724814E-4;0.0033502579;-7.265607E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
788;;;;7.598785E-4;0.0033483505;-7.283143E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
798;;;;7.619243E-4;0.0033483505;-7.294833E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
810;;;;7.648469E-4;0.0033502579;-7.3357497E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
820;;;;7.6747726E-4;0.0033502579;-7.3532853E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
831;;;;7.692308E-4;0.0033493042;-7.364976E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
842;;;;7.692308E-4;0.0033493042;-7.364976E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
894;;;;7.864742E-4;0.0033502579;-7.5111067E-4;0.0;0.0;0.0;0.0;-0.0;0.0;;;;22.0;5.9;43.1;0.0;37.421998333333335;-122.08400000000002;
